"source_file","variable","variable_label","storage_class"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11batday","days lasted if bathing functioning disabled or partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11batday1","days lasted if bathing functioning partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11batday2","days lasted if bathing functioning fully disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dresfu","functioning of dressing prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dreday","days lasted if dressing functioning disabled or partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dreday1","days lasted if dressing functioning partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dreday2","days lasted if dressing functioning fully disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11toilfu","functioning of toileting prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11toiday","days lasted if toileting functioning disabled or partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11toiday1","days lasted if toileting functioning partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11toiday2","days lasted if toileting functioning fully disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11movefu","functioning of indoor transferring prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11movday","days lasted if indoor transferring functioning disabled or partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11movday1","days lasted if indoor functioning partially disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11movday2","days lasted if indoor functioning fully disabled","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11contfu","functioning of continence prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11conday","days lasted in incontinence","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11conday1","days lasted if incontinence occasionally","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11conday2","days lasted if incontinence all the time with catheter used","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11feedfu","functioning of self-feeding prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11feeday","days lasted if can't feed self","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11feeday1","days lasted if can't feed self occasionally","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11feeday2","days lasted if can't feed self all the time","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11fullda","days in fully dependent functioning prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dircst","total direct cost for caregiving in the last month of life","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11carpay","who mainly paid the care serivces prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11outdor","days that the elder could not get outdoor to chat with others prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11actday","days that the elder stayed in bed longer than be out of bed in the daytime","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11smoke","smoked or not since the last interview","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11smktim","number of times smoked a day on average","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11d21b","how soon after waking up did the elder smoke first cigarette prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11drink","did the deceased elder drink since the last interview?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11knddrk","what kind of alcohol did the elder drink?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11drkmch","how much (liang) did the elder drink every day since last interview?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11advdir","whether did the deceased elderly tell the family about his/her death or not?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dirday","if yes, how many days did she/he tell the family before her/his death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11dream","whether did the deceased elder have dreams about the death prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11pain","whether was the deceased elderly painful prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11uncons","was the deceased elderly unconscious prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11uncday","if yes, how many days lasted prior to death","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11a533","what type of dwelling was the elder's home prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11a534","what is the approximate year the elder's home was built?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11a535","was the house damaged from broken pipes or heavy rain during the last year befor","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11a536","did the house frequently have a mildew odor or musty smell prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11a537","which fuels were normally used for cooking prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g23","how often did the deceased elder brush teeth every day prior to death?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g24","during the last 6 months before death, did the elder have toothache more than on","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g25","during the last 6 months before death, did the elder have pain in jaw joint or s","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g4","which hand did the deceased elder normally use for eating?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g4a","which hand did the deceased elder normally use for writing?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g4b","which hand did the deceased elder normally use for brushing teeth?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g106","during the last 6 months before death, did the elder have difficulty with hearin","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g1061","in which ear(s) did the elder have a hearing difficulty?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g1062","at what age did the elder first notice hearing difficulty?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d11g1063","how quickly did the elder's hearing difficulty develop?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","dth11_14","status of survival, death, or lost to follow-up from 2011/2012 to 2014 waves","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","yearin_14","year of the 2014 interview","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","monthin_14","month of the 2014 interview","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","dayin_14","day of the 2014 interview","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","v_bthyr_14","validated birth year","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","v_bthmon_14","validated birth month","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","residenc_14","category of residence of the interviewee in 2014","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","trueage_14","validated age","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a43_14","was the place of birth an urban area or a rural area at time of birth","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a51_14","co-residence of interviewee","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53a1_14","relationship between you and 1st person you living with currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53a11_14","other relationship between you and 1st person you living with currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53a2_14","sex of 1st person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53a3_14","age of 1st person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53a4_14","education level of 1st person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53a5_14","# of cigarettes 1st person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53b1_14","relationship between you and 2nd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53b11_14","other relationship between you and 2nd person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53b2_14","sex of 2nd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53b3_14","age of 2nd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53b4_14","education level of 2nd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53b5_14","# of cigarettes 2nd person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53c1_14","relationship between you and 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53c11_14","other relationship between you and 3rd person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53c2_14","sex of 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53c3_14","age of 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53c4_14","education level of 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53c5_14","# of cigarettes 3rd person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53d1_14","relationship between you and 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53d11_14","other relationship between you and 4th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53d2_14","sex of 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53d3_14","age of 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53d4_14","education level of 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53d5_14","# of cigarettes 4th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53e1_14","relationship between you and 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53e11_14","other relationship between you and 5th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53e2_14","sex of 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53e3_14","age of 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53e4_14","education level of 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53e5_14","# of cigarettes 5th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53f1_14","relationship between you and 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53f11_14","other relationship between you and 6th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53f2_14","sex of 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53f3_14","age of 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53f4_14","education level of 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53f5_14","# of cigarettes 6th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53g1_14","relationship between you and 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53g11_14","other relationship between you and 7th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53g2_14","sex of 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53g3_14","age of 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53g4_14","education level of 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53g5_14","# of cigarettes 7th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53h1_14","relationship between you and 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53h11_14","other relationship between you and 8th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53h2_14","sex of 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53h3_14","age of 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53h4_14","education level of 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53h5_14","# of cigarettes 8th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53i1_14","relationship between you and 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53i11_14","other relationship between you and 9th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53i2_14","sex of 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53i3_14","age of 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53i4_14","education level of 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53i5_14","# of cigarettes 9th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53j1_14","relationship between you and 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53j11_14","other relationship between you and 10th person living with you currently","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53j2_14","sex of 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53j3_14","age of 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53j4_14","education level of 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a53j5_14","# of cigarettes 10th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a534_14","what is the approximate year your home was built?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a535_14","during past 1 year, was your home damaged from broken pipes or heavy rain?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a541_14","the average monthly cost for the elder living in an institution","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a542_14","who mainly paid for the cost?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a542a_14","other people mainly paid for the cost","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a54a_14","year of being admitted to the institution or living alone","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","a54b_14","month of being admitted to the institution or living alone","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","b121_14","do you feel any change of your health since last year","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","b21_14","look on the bright side of things","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","b26_14","feel useless with age","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","b28_14","have you felt sad, blue, or depressed for two weeks or more in last 12 months?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","b210_14","how much of the day did these feelings usually last?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","c11_14","what time of day is it right now?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","c12_14","what is the animal year of this year?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","c13_14","what is the date of the mid-autumn festival?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","c32_14","draw the figure following the example","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","c54_14","was the interviewee able to answer sections b and c?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d2_14","amount of staple food per day (liang)","numeric"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4meat1_14","how often ate meat at around age 60?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4fish1_14","how often ate fish at around age 60?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4egg1_14","how often ate eggs at around age 60?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4bean1_14","how often ate food made from beans at around age 60?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4veg1_14","how often ate salt-preserved vegetables at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4suga1_14","how often ate sugar at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4tea1_14","how often drank tea at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4garl1_14","how often ate garlic at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4milk2_14","how often ate milk products at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4nut2_14","how often ate nut products at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4alga2_14","how often ate mushroom or algae at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4vit2_14","how often ate vitamins (a/c/e) at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4drug2_14","how often ate medicinal plants at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d4b_14","what kind of tea usually drink at around age 60?","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d6b_14","main source of water drank at around age 60","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d73_14","age when began smoking","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d74_14","age when quit smoking if not smoking at present","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d75_14","number of times smoke (or smoked) per day","haven_labelled"
"CLHLS/CLHLS_dataset_1998-2005_SPSS/clhls_1998_2018_longitudinal_dataset_released_version1.sav","d78a_14","if yes, for how many hours per day?","haven_labelled"
